11	91	34	33	48
64	8	4	11	11
65	42	81	32	32
81	86	18	80	47
35	87	76	83	85
59	70	22	18	98
37	71	39	14	97
9	50	95	83	75
48	40	51	81	26
45	59	48	77	31
6	68	41	60	47
14	51	69	91	90
74	83	18	75	98
64	68	38	8	50
26	51	53	61	61
13	63	68	87	69
84	78	94	72	72
34	39	28	44	44
3	19	73	72	79
86	71	78	62	47
73	14	38	82	20
77	94	98	27	79
69	1	56	71	19
57	32	5	64	49
13	94	91	85	38
63	74	43	64	88
31	63	6	99	59
71	31	55	97	39
97	11	49	82	85
50	65	7	80	83
40	24	35	28	74
76	79	63	40	86
37	47	44	4	4
48	17	22	47	47
15	95	12	42	42
48	3	74	98	98
61	17	45	14	2
86	58	83	46	46
24	62	10	75	75
99	63	43	3	98
68	35	8	71	79
66	10	47	17	17
81	86	2	42	53
18	60	67	50	47
39	83	49	92	79
23	14	17	8	8
19	97	92	68	68
79	75	23	52	77
80	7	13	15	82
79	19	84	87	49
51	9	69	54	78
18	62	55	77	77
67	18	11	46	46
26	91	51	86	23
47	9	7	41	41
71	16	67	96	96
1	60	98	5	5
14	29	1	67	67
84	17	46	63	82
23	96	15	56	36
98	51	77	1	1
61	32	67	37	37
57	3	24	99	20
87	96	39	82	8
43	51	13	97	97
74	24	26	6	98
21	89	87	64	69
78	7	32	62	79
63	69	66	44	44
57	89	66	98	27
4	64	53	95	81
52	76	38	79	79
1	67	97	21	85
94	90	69	22	88
41	77	28	71	76
55	45	42	11	60
44	22	63	45	45
71	55	3	67	26
50	74	21	31	31
18	71	1	92	92
93	64	92	11	26
52	54	86	70	70
73	96	67	93	93
24	8	95	96	89
32	57	1	85	83
21	58	89	95	85
82	15	92	48	84
52	86	87	38	1
90	93	94	69	29
37	34	83	3	86
87	16	94	14	31
66	62	10	34	56
12	19	87	27	37
66	2	31	78	63
73	48	76	81	41
88	22	46	35	35
81	18	57	74	88
27	63	44	82	82
90	12	55	61	88
75	13	97	74	42
80	98	70	55	10
50	66	74	34	1
27	26	96	42	42
54	56	42	38	11
3	55	68	61	26
53	77	68	10	23
44	5	54	47	47
84	89	87	67	67
77	47	73	82	51
71	29	94	2	82
89	57	35	38	38
48	15	54	44	58
28	35	87	7	7
83	13	51	72	90
49	81	38	77	15
86	66	63	56	56
81	14	19	56	56
26	97	58	22	22
43	37	55	79	79
99	61	84	43	64
44	63	3	49	39
34	33	68	51	25
15	32	4	19	19
52	9	84	10	10
17	24	92	19	19
34	8	41	57	58
65	95	14	91	62
55	23	39	98	91
63	86	8	35	35
14	75	82	51	90
26	55	70	64	28
89	60	4	67	59
78	41	59	14	65
20	81	47	91	48
55	17	5	37	97
80	7	90	32	94
40	72	53	23	84
11	28	54	21	21
98	97	73	36	36
92	95	28	73	7
7	79	61	43	68
86	61	50	16	73
94	18	97	59	77
71	73	80	13	42
87	94	91	46	46
37	14	99	75	67
50	46	1	51	8
70	39	72	20	20
9	40	64	45	45
47	98	18	53	53
44	12	3	7	20
94	27	36	46	46
39	15	99	96	93
87	42	18	65	35
95	69	42	92	11
19	16	20	98	98
86	46	60	8	88
47	94	2	67	78
97	12	33	55	55
93	60	39	20	10
97	28	79	75	78
78	86	39	12	79
5	64	66	73	73
69	48	85	65	9
12	84	59	63	91
56	7	80	32	32
27	80	1	70	54
36	83	2	60	74
22	80	99	85	77
97	5	90	27	87
6	62	90	73	57
6	13	23	81	81
23	10	6	21	53
91	97	13	39	90
68	11	12	23	23
12	53	54	36	43
23	93	28	35	47
73	93	27	16	16
95	70	45	83	67
19	53	70	81	83
82	46	13	89	76
41	88	25	64	35
51	76	5	93	93
74	43	80	65	65
78	90	7	74	42
36	64	80	33	33
87	67	69	9	56
49	93	1	31	31
29	69	92	46	46
15	98	76	56	94
77	44	75	54	27
6	65	1	56	7
4	44	81	61	89
34	94	11	44	50
28	95	2	81	85
91	43	20	46	1
93	51	90	30	30
37	98	9	84	93
36	76	6	47	55
76	99	54	60	60
79	98	3	31	92
54	80	33	64	24
48	73	5	68	59
30	76	1	8	91
85	94	99	29	43
77	51	76	78	78
39	68	93	3	85
96	46	25	17	51
86	88	47	10	10
42	99	71	86	46
30	45	55	29	11
82	63	11	7	7
13	23	20	24	15
8	62	45	27	27
66	79	78	31	76
95	82	57	26	26
27	56	54	75	75
3	94	79	30	85
67	26	7	29	45
67	75	16	46	78
14	19	91	13	90
61	87	21	77	78
5	14	6	49	15
46	66	92	98	94
10	62	46	60	74
77	99	44	63	63
70	1	13	5	5
95	15	91	8	8
61	79	7	62	49
12	71	97	74	73
36	47	6	27	49
73	8	88	71	14
49	17	25	86	39
60	17	48	57	66
5	69	99	98	41
9	40	10	59	76
13	70	19	56	56
57	91	84	18	98
88	93	92	8	1
34	31	27	36	10
10	81	96	37	97
81	29	85	88	68
6	81	1	50	50
79	91	73	88	52
2	81	9	59	16
37	76	53	89	81
15	72	21	67	67
79	10	39	36	73
33	19	67	77	43
99	87	7	9	9
48	89	78	16	84
4	33	64	10	52
69	58	75	80	21
46	28	77	41	41
12	40	74	60	75
1	79	63	77	20
34	36	97	58	19
26	52	59	91	91
4	19	72	89	89
1	43	59	14	60
84	64	13	12	87
90	47	91	29	49
40	25	26	88	88
84	68	59	16	16
70	83	30	3	74
84	3	76	52	46
86	90	29	78	98
10	14	64	98	59
11	86	74	68	52
86	63	28	71	71
42	15	4	46	43
32	99	44	15	15
30	28	73	53	54
5	44	83	1	1
28	40	69	35	35
72	6	78	59	37
53	39	84	72	72
93	5	56	65	75
50	20	40	36	37
36	77	26	94	62
19	62	77	72	75
55	70	65	4	91
64	56	60	93	93
70	66	54	33	13
61	53	43	42	8
92	72	34	89	91
77	30	24	55	55
99	2	39	73	90
76	95	98	71	23
90	57	86	79	21
63	22	43	28	28
57	77	66	49	49
52	37	56	41	19
82	70	65	84	54
38	81	36	31	31
79	87	58	20	77
10	25	16	53	43
34	61	6	42	58
62	45	24	49	49
30	13	94	82	82
88	32	51	61	63
39	45	6	96	96
98	68	71	41	41
68	82	83	88	64
57	24	80	77	83
88	11	83	38	77
40	84	7	62	80
74	28	75	66	9
66	6	63	75	96
69	53	1	24	63
90	53	26	97	97
35	67	92	83	28
70	9	78	53	92
36	26	92	53	53
52	51	9	60	35
67	26	61	98	22
85	38	3	71	94
65	13	87	42	90
31	87	45	82	19
37	16	85	11	11
46	38	57	8	21
69	26	23	61	72
10	96	58	12	15
70	62	85	67	67
3	49	33	30	41
63	57	2	72	94
84	72	91	69	69
78	28	63	69	2
79	40	54	5	64
70	5	32	81	81
61	50	67	43	10
24	90	17	34	34
72	99	47	46	12
50	62	64	6	21
24	33	67	58	14
53	79	80	69	69
67	73	85	5	40
29	32	78	89	89
1	43	82	78	45
38	56	7	91	49
63	8	41	45	56
49	33	41	90	92
21	63	27	6	6
2	20	55	30	54
45	8	75	70	87
13	1	21	56	4
16	87	43	94	90
89	84	44	90	90
87	95	82	25	25
91	58	39	35	19
98	32	2	68	68
48	97	4	1	1
99	92	15	77	77
53	49	43	2	2
20	63	86	18	18
7	72	44	50	50
8	61	54	85	71
98	85	1	84	61
55	75	89	27	6
62	35	40	37	12
5	51	44	8	81
6	98	33	51	51
90	31	22	23	13
74	52	71	25	25
98	74	61	14	14
6	89	45	64	81
27	16	25	30	4
62	87	19	10	7
90	22	96	59	87
31	13	39	1	36
20	32	65	95	24
43	67	47	97	71
31	23	13	60	60
68	76	65	24	67
65	94	38	51	44
83	12	80	50	60
13	68	15	94	94
69	11	45	13	13
31	35	19	6	32
41	22	57	68	68
89	30	56	50	69
6	61	41	5	44
50	45	57	71	5
19	3	25	16	21
43	56	93	67	92
13	96	37	98	89
74	1	91	8	24
98	31	35	70	2
15	82	21	13	13
97	40	10	21	21
84	59	30	87	93
83	6	93	63	52
62	91	50	35	35
66	40	1	56	38
98	20	95	97	44
3	74	31	46	17
2	46	50	25	25
52	96	85	25	40
85	89	91	80	32
66	75	58	50	12
25	48	54	38	56
35	98	52	9	9
6	32	7	88	39
57	79	67	19	19
4	80	24	97	97
88	7	79	76	35
17	62	44	10	10
63	76	57	7	91
97	37	86	49	49
36	4	63	65	65
90	79	7	97	39
45	47	46	92	94
49	80	64	10	67
81	44	84	15	15
64	69	42	62	14
69	85	78	84	84
29	40	61	63	2
24	83	62	74	60
31	57	43	14	95
72	15	47	67	78
7	86	5	89	89
51	63	95	38	38
57	31	48	83	83
52	28	73	31	31
67	15	85	80	97
60	12	66	93	84
14	5	88	31	31
57	78	50	84	26
93	45	50	97	84
27	34	77	22	19
93	97	40	73	6
81	11	55	53	76
96	36	4	93	78
48	21	35	8	9
58	7	52	34	34
89	85	98	42	10
1	8	66	36	36
78	84	77	26	62
44	37	11	60	35
85	21	80	99	99
1	85	88	77	77
99	90	8	50	74
36	18	84	74	19
21	31	16	49	49
97	31	59	61	61
64	84	82	8	38
29	94	47	10	91
29	1	91	84	71
95	60	9	56	92
90	58	73	74	74
51	5	82	53	6
16	63	52	77	80
88	75	76	28	81
57	88	7	18	18
41	55	80	2	68
30	62	50	86	68
63	82	69	9	50
93	80	88	3	3
5	57	37	11	11
72	65	39	36	36
72	86	90	77	63
33	82	38	14	52
84	39	15	91	89
31	44	46	82	92
86	20	68	67	77
17	69	89	71	72
18	28	39	4	4
17	71	60	81	65
1	96	14	97	86
75	48	53	89	84
73	85	92	10	46
10	58	39	59	68
79	45	82	87	87
2	43	36	48	98
62	1	18	68	73
42	6	80	78	48
58	59	17	43	63
40	20	35	72	58
36	82	54	94	89
67	84	17	70	98
62	71	53	50	50
31	60	72	1	1
91	60	4	74	56
66	76	83	36	6
34	60	24	3	19
48	53	12	76	76
81	70	98	73	73
32	40	49	12	8
21	62	59	2	48
72	75	51	7	7
63	75	68	23	2
39	78	99	97	8
53	20	39	92	92
51	68	70	66	66
26	36	24	18	18
61	53	56	7	27
62	88	72	93	18
44	41	1	73	78
92	1	17	61	61
81	6	56	5	19
86	21	2	75	80
56	82	10	64	91
68	52	12	71	36
87	27	51	85	85
25	49	50	7	55
44	42	52	91	91
38	77	55	69	4
2	32	98	15	35
68	26	56	64	49
4	3	62	11	11
65	46	71	20	1
72	93	77	15	67
88	75	90	61	61
14	58	28	90	90
90	19	89	44	18
3	9	65	14	43
1	17	96	95	95
84	97	81	16	61
56	80	84	13	97
28	97	98	74	55
57	52	45	46	22
64	9	97	55	93
89	81	77	30	30
39	32	62	73	73
32	83	63	3	86
17	85	83	50	92
61	6	92	50	85
24	59	63	5	5
75	68	21	59	80
64	18	66	42	68
24	8	38	78	12
10	20	12	63	63
82	18	58	78	64
98	44	78	6	86
65	48	8	12	91
9	17	43	72	72
6	81	38	25	25
16	18	54	94	94
65	45	26	37	28
52	67	61	5	5
88	94	15	58	74
72	44	81	62	8
13	68	92	67	60
27	30	42	95	95
69	81	17	55	72
9	55	47	27	54
77	99	24	49	35
78	30	80	56	2
57	53	58	71	13
2	84	77	70	25
53	16	24	70	58
34	38	79	31	31
78	10	98	11	22
42	51	86	24	43
32	59	77	68	76
92	81	41	1	64
27	57	82	47	61
16	67	97	20	20
21	6	90	97	97
39	44	56	2	2
23	14	41	15	28
55	9	15	33	53
64	51	80	40	27
6	7	23	87	46
12	25	29	89	89
20	52	94	98	90
92	3	90	44	16
17	39	10	99	99
99	78	81	48	83
15	30	3	46	46
47	33	45	22	22
99	21	88	82	76
90	50	76	56	56
30	87	37	10	66
10	75	42	82	82
59	77	74	56	34
32	75	7	83	88
15	83	64	85	85
2	28	89	88	66
43	55	34	3	3
9	28	89	99	56
23	82	96	95	4
52	95	80	92	17
39	18	51	14	19
2	67	18	63	57
56	1	31	83	81
30	77	6	93	94
70	15	85	93	61
69	74	77	52	52
26	54	5	11	11
98	51	63	94	6
59	70	39	49	31
77	90	66	33	64
22	81	40	59	18
88	17	62	76	76
18	6	47	60	60
97	43	4	25	76
71	46	88	33	21
6	74	69	26	26
81	15	2	86	1
1	70	41	97	85
57	53	14	34	55
56	5	57	22	22
31	13	4	98	47
33	3	57	40	62
54	83	82	74	52
49	90	35	66	66
60	96	75	6	69
98	95	81	79	5
31	72	66	92	17
40	73	41	84	84
7	5	39	8	96
68	16	78	60	87
10	74	31	42	5
74	3	52	97	63
16	31	21	81	81
93	37	80	36	36
82	14	32	2	1
78	84	13	32	32
28	54	26	85	85
43	4	11	12	12
92	22	9	13	13
10	7	62	57	18
62	82	51	6	3
4	58	94	92	92
94	77	9	84	45
14	22	33	66	41
96	22	4	64	95
28	21	39	53	53
65	43	44	58	58
14	6	15	30	30
94	78	80	53	89
46	22	92	4	49
77	35	96	76	76
76	13	50	57	71
76	69	60	86	2
94	83	75	33	10
36	23	43	37	81
72	93	57	17	91
20	37	22	36	87
75	20	8	93	55
27	97	95	65	88
47	69	35	37	37
77	35	31	6	21
73	41	21	97	1
50	35	4	2	2
17	3	25	27	55
71	45	65	97	97
84	91	8	54	60
72	7	31	64	27
57	5	32	60	60
56	3	48	92	95
71	33	4	26	81
30	38	33	19	3
36	4	47	48	21
96	19	4	87	87
98	55	32	28	28
13	29	33	64	64
69	13	35	8	57
59	68	58	22	63
82	12	74	94	65
25	5	1	75	75
97	2	61	36	36
49	19	68	73	76
45	42	28	90	63
3	61	21	70	73
58	69	77	99	3
43	94	16	87	90
72	86	51	81	16
43	44	33	93	93
18	95	83	87	56
14	70	8	75	75
77	99	61	75	40
73	80	82	30	25
70	80	14	42	42
45	6	98	90	73
91	67	5	99	50
36	2	87	98	98
76	84	52	16	16
84	55	86	45	6
70	67	47	28	1
80	10	74	87	40
26	95	69	28	28
39	5	77	74	90
72	56	55	11	57
62	16	75	85	65
80	19	45	60	50
38	91	74	56	56
94	6	25	52	52
98	75	3	26	91
65	49	32	2	2
79	39	4	54	73
81	39	53	11	11
42	36	26	51	1
19	41	1	42	50
66	99	14	22	80
51	21	91	63	63
48	2	66	84	58
82	86	38	63	63
76	25	82	2	2
5	34	47	96	18
19	21	35	86	86
65	99	75	12	82
52	50	14	53	32
50	60	88	45	67
92	40	51	49	99
35	92	98	96	78
77	47	69	95	95
71	42	91	81	81
9	80	5	92	92
19	66	35	87	87
15	24	89	71	82
18	28	36	84	52
63	96	84	19	83
29	90	60	15	15
50	5	89	92	23
83	90	85	80	34
83	72	81	20	20
42	49	3	29	33
84	86	70	89	89
88	47	96	10	77
60	48	94	66	66
